date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:12:25	36820/36820	---MC-	200	added ('OK')	text/html	date:Thu,%2025%20Feb%202021%2005:12:24%20GMT	https://cpbild.co/bbe27ec	C:/Users/jonathan/Videos/video%20setup/croods%202/cpbild.co/bbe27ec.html	(from )
07:12:38	26/26	---M--	200	added ('OK')	text/plain	etag:%221a-5a2f7428ad967%22	https://cpbild.co/robots.txt		(from )
07:12:41	47332/47332	---MC-	200	added ('OK')	text/javascript	date:Fri,%2005%20Feb%202021%2021:33:27%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/jonathan/Videos/video%20setup/croods%202/www.google-analytics.com/analytics.js	(from https://cpbild.co/bbe27ec)
07:12:42	966/966	---M--	200	added ('OK')	image/png	etag:%227a5d97da616d26c244d5eba660580823%22	http://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/favicon16.png	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/favicon16.png	(from https://cpbild.co/bbe27ec)
07:12:43	58216/58216	---M-Z	200	added ('OK')	application/javascript	etag:%22acc4b6b75bee9ca9debfec575a79e02e%22	https://browser.sentry-cdn.com/5.20.1/bundle.min.js	C:/Users/jonathan/Videos/video%20setup/croods%202/browser.sentry-cdn.com/5.20.1/bundle.min.js	(from https://cpbild.co/bbe27ec)
07:12:43	170735/170735	---M--	200	added ('OK')	text/css	etag:%22f4bb99bed10c599a03cdcbfb5760ac6c%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/style.min.css	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/style.min.css	(from https://cpbild.co/bbe27ec)
07:12:44	3652/3652	---M--	200	added ('OK')	text/css	etag:%22e4777b6494e95adcd3691cabd5b5cbfb%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/nouislider.min.css	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/nouislider.min.css	(from https://cpbild.co/bbe27ec)
07:12:44	29063/29063	---M--	200	added ('OK')	text/css	etag:%224083f5d376eb849a458cc790b53ba080%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/fa/css/font-awesome.min.css	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/fa/css/font-awesome.min.css	(from https://cpbild.co/bbe27ec)
07:12:44	12535/12535	---M--	200	added ('OK')	text/css	etag:%22dac15207ee940e874c941c84407d4c93%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/sweetAlert.css	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/sweetAlert.css	(from https://cpbild.co/bbe27ec)
07:12:44	1340/1340	---M--	200	added ('OK')	text/css	etag:%220a473f532eca1486e249e190e0a15427%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/facebook-comments.css	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/facebook-comments.css	(from https://cpbild.co/bbe27ec)
07:12:45	6592/6592	---M--	200	added ('OK')	text/css	etag:%2290975bb431b0bc97e177770be23ecf7c%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/content_lockers/css_front.css	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/content_lockers/css_front.css	(from https://cpbild.co/bbe27ec)
07:12:46	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217d960851108d4a3c6dea5be78979d88%22	http://connect.facebook.net/en_US/sdk.js	C:/Users/jonathan/Videos/video%20setup/croods%202/connect.facebook.net/en_US/sdk.js	(from https://cpbild.co/bbe27ec)
07:12:46	328221/328221	---M--	200	added ('OK')	image/jpg	etag:%22d01e416c62f0f663db69326585eb20fb%22	https://d13pxqgp3ixdbh.cloudfront.net/uploads/161422657506adc6b61d4e90f48dac5a473b8d7531.jpg	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/uploads/161422657506adc6b61d4e90f48dac5a473b8d7531.jpg	(from https://cpbild.co/bbe27ec)
07:12:47	3528/3528	---M--	200	added ('OK')	image/jpg	etag:%2240d9db5d6c326e044b2d0232e08a0a92%22	https://d13pxqgp3ixdbh.cloudfront.net/api_uploads/14695289640b4fd4b01bad9b47a79f53815f067538.jpg	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/api_uploads/14695289640b4fd4b01bad9b47a79f53815f067538.jpg	(from https://cpbild.co/bbe27ec)
07:12:47	289/289	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Feb%202021%2004:55:16%20GMT	https://www.facebook.com/images/ufi/fbfeed/like.png	C:/Users/jonathan/Videos/video%20setup/croods%202/www.facebook.com/images/ufi/fbfeed/like.png	(from https://cpbild.co/bbe27ec)
07:12:48	3985/3985	---M--	200	added ('OK')	image/jpg	etag:%22f1a04c66143005a5c473bdfbe3dc644e%22	https://d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528964ca399c687c1e6b531460d5a28288799f.jpg	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528964ca399c687c1e6b531460d5a28288799f.jpg	(from https://cpbild.co/bbe27ec)
07:12:48	2277457/2277457	---M--	200	added ('OK')	image/png	etag:%221f6d4e62a89c42914db40994fcfcba0b%22	https://d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/thumbnail.png	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/assets/landing_pages/thumbnail.png	(from https://cpbild.co/bbe27ec)
07:12:48	4252/4252	---M--	200	added ('OK')	image/jpg	etag:%22781fac7dca612c6485f979c3e1afb1a5%22	https://d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528961583b2dbf531b948eae7a4d8f97c97c7c.jpg	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528961583b2dbf531b948eae7a4d8f97c97c7c.jpg	(from https://cpbild.co/bbe27ec)
07:12:48	3718/3718	---M--	200	added ('OK')	image/jpg	etag:%220eb4ae52eacc725b00992b0b5c63a985%22	https://d13pxqgp3ixdbh.cloudfront.net/api_uploads/146952895535e152e41f29c290f51c3044fb62a025.jpg	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/api_uploads/146952895535e152e41f29c290f51c3044fb62a025.jpg	(from https://cpbild.co/bbe27ec)
07:12:48	3208/3208	---M--	200	added ('OK')	image/jpg	etag:%228e5c0149fce99aea8299048dcec37245%22	https://d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528967c8b24744e210bac76a5a7fffb7beade1.jpg	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528967c8b24744e210bac76a5a7fffb7beade1.jpg	(from https://cpbild.co/bbe27ec)
07:12:48	4223/4223	---M--	200	added ('OK')	image/jpg	etag:%22adaa1d37e12193ca7c9456544e15a1be%22	https://d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528955b3ab008f786de5e84e8b823e95880d37.jpg	C:/Users/jonathan/Videos/video%20setup/croods%202/d13pxqgp3ixdbh.cloudfront.net/api_uploads/1469528955b3ab008f786de5e84e8b823e95880d37.jpg	(from https://cpbild.co/bbe27ec)
